coder,response_uuid,child_hashed_id,child__age_rounded,child__gender,frame_id,visualShown,audioPlayed,event0_timestamp,parent_transcription,response_video_file,session_order,trial_num,trial_type,testtrial_type,stimulus_set,stimulus_subject,stimulus_verb,stimulus_object,stimulus_distractor,stimulus_targetutterance,stimulus_condition,informative_entities,uninformative_entities,response_exact_utterance,response_attempted_target,response_included_subject,response_included_verb,response_included_object,response_included_distractor,response_included_informative,response_included_uninformative,include_trial,exclusion_reason,trial_notes
sienna,366d6698-1b4d-488f-956a-b1adce67447a,BWNDWZ,570,m,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-02T21:59:52.523Z,a bear,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_366d6698-1b4d-488f-956a-b1adce67447a_1706911190112_372.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=DCAlz%2BYqYaLIWv758F4rcEqP8%2FE%3D&Expires=1712764772,Order4,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,I SEE A BEAR; unintelligible A BEAR,y,y,n,n,n,n,y,y,,
sienna,366d6698-1b4d-488f-956a-b1adce67447a,BWNDWZ,570,m,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_dog_cat_apple.ogg,2024-02-02T22:01:05.355Z,dudo,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_366d6698-1b4d-488f-956a-b1adce67447a_1706911262701_118.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=A5QP53tQRoYBrhWiU0oGko9kTFY%3D&Expires=1712764839,Order4,4,test_trial,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,unintelligible,n,n,n,n,n,n,n,y,,
sienna,366d6698-1b4d-488f-956a-b1adce67447a,BWNDWZ,570,m,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_bird_juice_milk.ogg,2024-02-02T22:02:22.816Z,dujo,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_366d6698-1b4d-488f-956a-b1adce67447a_1706911340488_924.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=m6KhmYyQK9kDSBWU6Iq%2FfuCC8Nk%3D&Expires=1712764901,Order4,5,test_trial,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,unintelligible,n,n,n,n,n,n,n,y,,
sienna,366d6698-1b4d-488f-956a-b1adce67447a,BWNDWZ,570,m,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-02T22:03:32.473Z,again,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_366d6698-1b4d-488f-956a-b1adce67447a_1706911409772_102.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=dHZvM6ug4jjpnbwBNghveoHWWfs%3D&Expires=1712764951,Order4,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna,366d6698-1b4d-488f-956a-b1adce67447a,BWNDWZ,570,m,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_cat_banana_apple.ogg,2024-02-02T22:04:32.990Z,again,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_366d6698-1b4d-488f-956a-b1adce67447a_1706911470551_713.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=S3vv3%2FGvJakjds4yPQemYfIGJPM%3D&Expires=1712764994,Order4,7,test_trial,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,unintelligible,n,n,n,n,n,n,n,y,,
sienna,366d6698-1b4d-488f-956a-b1adce67447a,BWNDWZ,570,m,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_baby_bird_milk.ogg,2024-02-02T22:05:35.521Z,bebe again no,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_366d6698-1b4d-488f-956a-b1adce67447a_1706911532896_669.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=3iLyFXWxJMD%2FfXL5kDtnBwrC5e8%3D&Expires=1712765044,Order4,8,test_trial,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[fussy],n,n,n,n,n,n,n,y,,
sienna,25db70b8-e93c-47d2-9119-57eacf9f0ff2,KXKMYX,540,m,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-03T13:10:25.020Z,bunsh,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_25db70b8-e93c-47d2-9119-57eacf9f0ff2_1706965821700_428.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=BsJUGeQL60ItBnLxoWfq8%2BAbiFg%3D&Expires=1712765198,Order4,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna,25db70b8-e93c-47d2-9119-57eacf9f0ff2,KXKMYX,540,m,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-03T13:11:06.551Z,yeah,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_25db70b8-e93c-47d2-9119-57eacf9f0ff2_1706965863317_671.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=mM7YVBF%2FROKAykjpBqMybU5u6v0%3D&Expires=1712765249,Order4,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,[points at screen] YA,n,n,NA,NA,NA,n,n,y,,
sienna,25db70b8-e93c-47d2-9119-57eacf9f0ff2,KXKMYX,540,m,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-03T13:11:42.593Z,"he was saying ""more mom"" and signing please",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_25db70b8-e93c-47d2-9119-57eacf9f0ff2_1706965900502_858.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=FwivtPMyl9RO%2BVKLpANxAilcMi8%3D&Expires=1712765280,Order4,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna,25db70b8-e93c-47d2-9119-57eacf9f0ff2,KXKMYX,540,m,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_dog_cat_apple.ogg,2024-02-03T13:13:16.422Z,"was signing 'one more""",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_25db70b8-e93c-47d2-9119-57eacf9f0ff2_1706965993171_974.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=oEU2oU1PVkXISzCGMZsdwFe%2FbEI%3D&Expires=1712765339,Order4,4,test_trial,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[points at screen] unintelligible,n,n,n,n,n,n,n,y,,
sienna,25db70b8-e93c-47d2-9119-57eacf9f0ff2,KXKMYX,540,m,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_bird_juice_milk.ogg,2024-02-03T13:14:46.498Z,"signing ""more"" and ""one more""",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_25db70b8-e93c-47d2-9119-57eacf9f0ff2_1706966083378_102.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=qXGeYNP%2BMjp0nB%2BEg6faA7jT0eA%3D&Expires=1712765401,Order4,5,test_trial,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,25db70b8-e93c-47d2-9119-57eacf9f0ff2,KXKMYX,540,m,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-03T13:16:10.974Z,"signing and saying ""one more""",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_25db70b8-e93c-47d2-9119-57eacf9f0ff2_1706966167699_12.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=NEvdDQE2kvQB74Xk7mWz%2Bw%2BflS4%3D&Expires=1712765457,Order4,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,25db70b8-e93c-47d2-9119-57eacf9f0ff2,KXKMYX,540,m,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_cat_banana_apple.ogg,2024-02-03T13:17:32.521Z,"same, just getting frustrated and wanting to get to the next movie",https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_25db70b8-e93c-47d2-9119-57eacf9f0ff2_1706966249476_980.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=ZIS8PJAYERAI31myInQDZcWxDEQ%3D&Expires=1712765517,Order4,7,test_trial,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,25db70b8-e93c-47d2-9119-57eacf9f0ff2,KXKMYX,540,m,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_baby_bird_milk.ogg,2024-02-03T13:19:13.555Z,signing please,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_25db70b8-e93c-47d2-9119-57eacf9f0ff2_1706966350139_264.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=YteNK4lZdmXP0TwwG%2F8vUsFEulk%3D&Expires=1712765576,Order4,8,test_trial,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[fussy],n,n,n,n,n,n,n,n,fussy,
sienna,9f871c14-71b0-48a6-90e1-33d91746eba4,27BDKN,690,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-03T16:56:03.502Z,buny,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_9f871c14-71b0-48a6-90e1-33d91746eba4_1706979360886_115.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=689%2FBszX2yyGTR5cR7Bn0oHbYuA%3D&Expires=1712769857,Order4,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BUNNY BUNNY,y,y,NA,NA,NA,y,n,y,,
sienna,9f871c14-71b0-48a6-90e1-33d91746eba4,27BDKN,690,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-03T16:56:39.345Z,car,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_9f871c14-71b0-48a6-90e1-33d91746eba4_1706979397116_980.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=mGMSxw3P2CmBiMH8Nq%2BQUtnAGxU%3D&Expires=1712769882,Order4,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,CAR CAR,y,y,NA,NA,NA,y,n,y,,
sienna,9f871c14-71b0-48a6-90e1-33d91746eba4,27BDKN,690,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-03T16:57:14.129Z,open,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_9f871c14-71b0-48a6-90e1-33d91746eba4_1706979431293_782.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=vGgITUmuAWVv4aejYnNXPWTh42Q%3D&Expires=1712769912,Order4,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,[mom said what happened with the bear] OPEN; OPEN,n,n,n,n,n,n,n,y,,
sienna,9f871c14-71b0-48a6-90e1-33d91746eba4,27BDKN,690,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_dog_cat_apple.ogg,2024-02-03T16:58:45.433Z,open beer,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_9f871c14-71b0-48a6-90e1-33d91746eba4_1706979522378_176.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=DhhTuUYC0TcrcUVsaJ7Cjjiyyrg%3D&Expires=1712769972,Order4,4,test_trial,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,[points at screen] BEAR OPEN BEAR; WHAT HAPPENED WHAT HAPPENED,n,n,n,n,n,n,n,y,,
sienna,9f871c14-71b0-48a6-90e1-33d91746eba4,27BDKN,690,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_bird_juice_milk.ogg,2024-02-03T17:00:18.490Z,what happend with the bird,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_9f871c14-71b0-48a6-90e1-33d91746eba4_1706979615735_926.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=7%2FzvremMp8Yzm2BgU0Vu0H%2FeDgQ%3D&Expires=1712770040,Order4,5,test_trial,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,WHAT HAPPENED TO BIRD; MOMMY WHAT HAPPENED TO BIRD,y,y,n,n,n,n,y,y,,
sienna,9f871c14-71b0-48a6-90e1-33d91746eba4,27BDKN,690,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-03T17:01:57.548Z,what happend duck,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_9f871c14-71b0-48a6-90e1-33d91746eba4_1706979715005_368.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=nXOw9T3G%2BUrSdBgAKcO3W2ugkgM%3D&Expires=1712770098,Order4,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,MOMMY WHAT HAPPENED; WHAT HAPPENED TO DOGGY; WHAT HAPPENED TO DUCK; unintelligible,n,y,n,n,n,n,y,y,,
sienna,9f871c14-71b0-48a6-90e1-33d91746eba4,27BDKN,690,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_cat_banana_apple.ogg,2024-02-03T17:03:35.909Z,what  happend with the cat,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_9f871c14-71b0-48a6-90e1-33d91746eba4_1706979813139_276.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=R5IfLKJj2vCFBleSwcE%2B92kntkc%3D&Expires=1712770159,Order4,7,test_trial,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,[points at screen]; WHAT HAPPENED WITH CAT; MOMMY MOMMY WHAT HAPPENED TO DOG,y,y,n,n,n,n,y,y,,
sienna,9f871c14-71b0-48a6-90e1-33d91746eba4,27BDKN,690,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_baby_bird_milk.ogg,2024-02-03T17:05:21.492Z,NA,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_9f871c14-71b0-48a6-90e1-33d91746eba4_1706979918884_273.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=NzlgPzQsHg%2FH8JL2OOqYpkbwiQc%3D&Expires=1712770234,Order4,8,test_trial,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,[mom said what happened with the baby and the bird] WHAT HAPPENED,n,n,n,n,n,n,n,y,,
sienna,e4f23653-0e21-4579-a153-7749bd5a2b59,CN4G44,570,f,4-train1-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_bunny.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-05T16:36:50.343Z,Bunny,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_3-startRecordingTrain1-1-multiframe_e4f23653-0e21-4579-a153-7749bd5a2b59_1707151007077_11.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=9b9BkcMYLgeVhtHyDi%2FKqsOjFU4%3D&Expires=1712770485,Order4,1,train_1,NA,train_bunny,bunny,NA,NA,NA,It is a bunny,NA,BUNNY,NA,BUNNY BUNNY,y,y,NA,NA,NA,y,n,y,,
sienna,e4f23653-0e21-4579-a153-7749bd5a2b59,CN4G44,570,f,8-train1-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/img/training_car_red.png,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/mp3/training_audio.mp3,2024-02-05T16:37:11.644Z,BUS,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_7-startRecordingTrain1-2-multiframe_e4f23653-0e21-4579-a153-7749bd5a2b59_1707151029001_352.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=ywlSVktgC%2F1m23CpjxLJ%2FcMFZh8%3D&Expires=1712770504,Order4,2,train_2,NA,train_car,car,NA,NA,NA,It is a car,NA,CAR,NA,unintelligible,n,n,NA,NA,NA,n,n,y,,
sienna,e4f23653-0e21-4579-a153-7749bd5a2b59,CN4G44,570,f,12-actualTrial-1,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_bear_shoes_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_bear_shoes_new.ogg,2024-02-05T16:37:45.480Z,Hiding,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_11-startRecordingActualTrial-1-multiframe_e4f23653-0e21-4579-a153-7749bd5a2b59_1707151062414_82.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=9M0pdQP6Pu5Cd9ceFiTXV9GFtq8%3D&Expires=1712770537,Order4,3,test_trial,commonground,cg_bear,bear,put-on,shoes,room,The bear put on the shoes,commonground,PUT-ON SHOES,BEAR ROOM,unintelligible [mom said what did the bear do]; HIDING,n,n,n,n,n,n,n,y,,
sienna,e4f23653-0e21-4579-a153-7749bd5a2b59,CN4G44,570,f,17-actualTrial-2,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_dog_cat_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_dog_cat_apple.ogg,2024-02-05T16:39:02.567Z,Where dog go?,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_16-startRecordingActualTrial-2-multiframe_e4f23653-0e21-4579-a153-7749bd5a2b59_1707151139577_952.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=zFfIu6pt0TRKiz3ASQ51HEp8pBc%3D&Expires=1712770593,Order4,4,test_trial,agentpatient,ap_eat,dog,eat,apple,cat,The dog ate the apple,agent_ambig,DOG EAT,CAT APPLE,DOG; DOG unintelligible; DOG,y,y,n,n,n,y,n,y,,
sienna,e4f23653-0e21-4579-a153-7749bd5a2b59,CN4G44,570,f,22-actualTrial-3,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_bird_juice_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_bird_juice_milk.ogg,2024-02-05T16:40:20.085Z,nothing,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_21-startRecordingActualTrial-3-multiframe_e4f23653-0e21-4579-a153-7749bd5a2b59_1707151216535_900.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=avtxQxfywPnkC1IHwHgL5IrobMk%3D&Expires=1712770653,Order4,5,test_trial,agentpatient,ap_drink,bird,drink,juice,milk,The bird drank the juice,patient_ambig,DRINK JUICE,BIRD MILK,[glitchy video],n,n,n,n,n,n,n,n,glitchy video,
sienna,e4f23653-0e21-4579-a153-7749bd5a2b59,CN4G44,570,f,27-actualTrial-4,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/common_ground_duck_ball_new.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/common_ground_duck_ball_new.ogg,2024-02-05T16:41:40.198Z,where it go?,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_26-startRecordingActualTrial-4-multiframe_e4f23653-0e21-4579-a153-7749bd5a2b59_1707151297323_923.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=DzQK3Wf6H0AP%2BDDMEJRf7eJs4PA%3D&Expires=1712770682,Order4,6,test_trial,commonground,cg_duck,duck,bounce,ball,lake,The ball bounced by the lake,commonground,BALL BOUNCE,DUCK LAKE,unintelligible,n,n,n,n,n,n,n,y,,
sienna,e4f23653-0e21-4579-a153-7749bd5a2b59,CN4G44,570,f,32-actualTrial-5,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/patient_cat_banana_apple.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/patient_cat_banana_apple.ogg,2024-02-05T16:42:40.004Z,she just asks where they go?,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_31-startRecordingActualTrial-5-multiframe_e4f23653-0e21-4579-a153-7749bd5a2b59_1707151357132_757.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=3e1BW58dRw37mBjein%2BNVdMer1Q%3D&Expires=1712770731,Order4,7,test_trial,agentpatient,ap_eat,cat,eat,banana,apple,The cat ate the banana,patient_ambig,EAT BANANA,CAT APPLE,WHERE DID IT GO,n,n,n,n,n,n,n,y,,
sienna,e4f23653-0e21-4579-a153-7749bd5a2b59,CN4G44,570,f,37-actualTrial-6,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/webm/agent_baby_bird_milk.webm,https://raw.githubusercontent.com/mekline/informative_toddlers/master/stimuli/ogg/agent_baby_bird_milk.ogg,2024-02-05T16:43:50.271Z,still asking where they are going,https://s3.amazonaws.com/mitLookit/videoStream_95d3341f-562a-4a0b-8bb7-0717a3889df9_36-startRecordingActualTrial-6-multiframe_e4f23653-0e21-4579-a153-7749bd5a2b59_1707151427023_754.mp4?AWSAccessKeyId=AKIASQVETJIQX45OXGA6&Signature=ZGBs9TgEikg5hcMkWxE3cVkIReI%3D&Expires=1712770782,Order4,8,test_trial,agentpatient,ap_drink,baby,drink,milk,bird,The baby drank the milk,agent_ambig,BABY DRINK,BIRD MILK,unintelligible,n,n,n,n,n,n,n,y,,
